     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
     11551          0.9418          0.9065         14.1566   TrainedModels/top_all36_cgenff-sub-11551
     11552          0.9384          0.9024         14.1721   TrainedModels/top_all36_cgenff-sub-11552
     11553          0.9418          0.9068         14.1649   TrainedModels/top_all36_cgenff-sub-11553
     11554          0.9394          0.9046         14.1630   TrainedModels/top_all36_cgenff-sub-11554
     11555          0.9418          0.9065         14.1736   TrainedModels/top_all36_cgenff-sub-11555
     11556          0.9401          0.9049         14.2205   TrainedModels/top_all36_cgenff-sub-11556
     11557          0.9412          0.9056         14.1019   TrainedModels/top_all36_cgenff-sub-11557
     11558          0.9401          0.9059         14.1487   TrainedModels/top_all36_cgenff-sub-11558
     11559          0.9418          0.9043         14.1830   TrainedModels/top_all36_cgenff-sub-11559
     11560          0.9403          0.9072         14.1978   TrainedModels/top_all36_cgenff-sub-11560
     11561          0.9410          0.9043         14.1542   TrainedModels/top_all36_cgenff-sub-11561
     11562          0.9406          0.9075         14.0941   TrainedModels/top_all36_cgenff-sub-11562
     11563          0.9409          0.9046         14.2000   TrainedModels/top_all36_cgenff-sub-11563
     11564          0.9402          0.9046         14.1659   TrainedModels/top_all36_cgenff-sub-11564
     11565          0.9418          0.9062         14.1619   TrainedModels/top_all36_cgenff-sub-11565
     11566          0.9409          0.9065         14.1533   TrainedModels/top_all36_cgenff-sub-11566
     11567          0.9418          0.9053         14.1476   TrainedModels/top_all36_cgenff-sub-11567
     11568          0.9401          0.9056         14.1532   TrainedModels/top_all36_cgenff-sub-11568
     11569          0.9420          0.9053         14.1606   TrainedModels/top_all36_cgenff-sub-11569
     11570          0.9403          0.9056         14.1689   TrainedModels/top_all36_cgenff-sub-11570
     11571          0.9405          0.9043         14.2369   TrainedModels/top_all36_cgenff-sub-11571
     11572          0.9401          0.9049         14.1117   TrainedModels/top_all36_cgenff-sub-11572
     11573          0.9388          0.9043         14.1546   TrainedModels/top_all36_cgenff-sub-11573
     11574          0.9418          0.9075         14.1710   TrainedModels/top_all36_cgenff-sub-11574
     11575          0.9394          0.9046         14.2252   TrainedModels/top_all36_cgenff-sub-11575
     11576          0.9432          0.9091         14.1680   TrainedModels/top_all36_cgenff-sub-11576
     11577          0.9399          0.9043         14.1028   TrainedModels/top_all36_cgenff-sub-11577
     11578          0.9418          0.9084         14.1545   TrainedModels/top_all36_cgenff-sub-11578
     11579          0.9405          0.9046         14.2145   TrainedModels/top_all36_cgenff-sub-11579
     11580          0.9420          0.9087         14.1688   TrainedModels/top_all36_cgenff-sub-11580
     11581          0.9394          0.9046         14.1544   TrainedModels/top_all36_cgenff-sub-11581
     11582          0.9409          0.9059         14.1096   TrainedModels/top_all36_cgenff-sub-11582
     11583          0.9394          0.9059         14.2196   TrainedModels/top_all36_cgenff-sub-11583
     11584          0.9415          0.9049         14.1499   TrainedModels/top_all36_cgenff-sub-11584
     11585          0.9391          0.9049         14.1583   TrainedModels/top_all36_cgenff-sub-11585
     11586          0.9414          0.9027         14.1560   TrainedModels/top_all36_cgenff-sub-11586
     11587          0.9403          0.9056         14.1580   TrainedModels/top_all36_cgenff-sub-11587
     11588          0.9411          0.9024         14.1610   TrainedModels/top_all36_cgenff-sub-11588
     11589          0.9402          0.9059         14.1654   TrainedModels/top_all36_cgenff-sub-11589
     11590          0.9402          0.9040         14.1863   TrainedModels/top_all36_cgenff-sub-11590
     11591          0.9412          0.9062         14.1934   TrainedModels/top_all36_cgenff-sub-11591
     11592          0.9386          0.9037         14.0755   TrainedModels/top_all36_cgenff-sub-11592
     11593          0.9427          0.9068         14.1477   TrainedModels/top_all36_cgenff-sub-11593
     11594          0.9387          0.9046         14.1919   TrainedModels/top_all36_cgenff-sub-11594
     11595          0.9423          0.9075         14.1665   TrainedModels/top_all36_cgenff-sub-11595
     11596          0.9402          0.9065         14.1507   TrainedModels/top_all36_cgenff-sub-11596
     11597          0.9424          0.9059         14.0844   TrainedModels/top_all36_cgenff-sub-11597
     11598          0.9395          0.9072         14.1781   TrainedModels/top_all36_cgenff-sub-11598
     11599          0.9401          0.9072         14.1573   TrainedModels/top_all36_cgenff-sub-11599
     11600          0.9414          0.9072         14.1600   TrainedModels/top_all36_cgenff-sub-11600
     11601          0.9394          0.9040         14.1493   TrainedModels/top_all36_cgenff-sub-11601
     11602          0.9416          0.9081         14.1405   TrainedModels/top_all36_cgenff-sub-11602
     11603          0.9400          0.9040         14.1457   TrainedModels/top_all36_cgenff-sub-11603
     11604          0.9394          0.9078         14.1493   TrainedModels/top_all36_cgenff-sub-11604
     11605          0.9385          0.9034         14.1665   TrainedModels/top_all36_cgenff-sub-11605
     11606          0.9388          0.9053         14.2079   TrainedModels/top_all36_cgenff-sub-11606
     11607          0.9389          0.9030         14.0899   TrainedModels/top_all36_cgenff-sub-11607
     11608          0.9400          0.9065         14.1432   TrainedModels/top_all36_cgenff-sub-11608
     11609          0.9415          0.9037         14.1527   TrainedModels/top_all36_cgenff-sub-11609
     11610          0.9384          0.9059         14.2204   TrainedModels/top_all36_cgenff-sub-11610
     11611          0.9411          0.9053         14.1632   TrainedModels/top_all36_cgenff-sub-11611
     11612          0.9392          0.9053         14.1019   TrainedModels/top_all36_cgenff-sub-11612
     11613          0.9408          0.9056         14.1446   TrainedModels/top_all36_cgenff-sub-11613
     11614          0.9413          0.9062         14.2088   TrainedModels/top_all36_cgenff-sub-11614
     11615          0.9419          0.9049         14.1662   TrainedModels/top_all36_cgenff-sub-11615
     11616          0.9405          0.9056         14.1517   TrainedModels/top_all36_cgenff-sub-11616
     11617          0.9414          0.9068         14.0939   TrainedModels/top_all36_cgenff-sub-11617
     11618          0.9417          0.9053         14.2040   TrainedModels/top_all36_cgenff-sub-11618
     11619          0.9408          0.9059         14.1541   TrainedModels/top_all36_cgenff-sub-11619
     11620          0.9414          0.9059         14.1660   TrainedModels/top_all36_cgenff-sub-11620
     11621          0.9397          0.9062         14.1649   TrainedModels/top_all36_cgenff-sub-11621
     11622          0.9413          0.9027         14.1721   TrainedModels/top_all36_cgenff-sub-11622
     11623          0.9399          0.9037         14.1550   TrainedModels/top_all36_cgenff-sub-11623
     11624          0.9405          0.9046         14.1621   TrainedModels/top_all36_cgenff-sub-11624
     11625          0.9401          0.9049         14.1760   TrainedModels/top_all36_cgenff-sub-11625
     11626          0.9391          0.9037         14.2339   TrainedModels/top_all36_cgenff-sub-11626
     11627          0.9423          0.9075         14.0917   TrainedModels/top_all36_cgenff-sub-11627
     11628          0.9398          0.9049         14.1424   TrainedModels/top_all36_cgenff-sub-11628
     11629          0.9419          0.9075         14.1514   TrainedModels/top_all36_cgenff-sub-11629
     11630          0.9381          0.9040         14.2180   TrainedModels/top_all36_cgenff-sub-11630
     11631          0.9439          0.9078         14.1542   TrainedModels/top_all36_cgenff-sub-11631
     11632          0.9385          0.9056         14.1050   TrainedModels/top_all36_cgenff-sub-11632
     11633          0.9420          0.9075         14.1554   TrainedModels/top_all36_cgenff-sub-11633
     11634          0.9386          0.9049         14.2267   TrainedModels/top_all36_cgenff-sub-11634
     11635          0.9419          0.9043         14.1643   TrainedModels/top_all36_cgenff-sub-11635
     11636          0.9402          0.9053         14.1592   TrainedModels/top_all36_cgenff-sub-11636
     11637          0.9403          0.9027         14.1620   TrainedModels/top_all36_cgenff-sub-11637
     11638          0.9422          0.9062         14.1544   TrainedModels/top_all36_cgenff-sub-11638
     11639          0.9405          0.9015         14.1540   TrainedModels/top_all36_cgenff-sub-11639
     11640          0.9427          0.9059         14.1638   TrainedModels/top_all36_cgenff-sub-11640
     11641          0.9396          0.9034         14.2147   TrainedModels/top_all36_cgenff-sub-11641
     11642          0.9430          0.9068         14.0994   TrainedModels/top_all36_cgenff-sub-11642
     11643          0.9384          0.9034         14.1469   TrainedModels/top_all36_cgenff-sub-11643
     11644          0.9430          0.9065         14.1548   TrainedModels/top_all36_cgenff-sub-11644
     11645          0.9388          0.9068         14.2385   TrainedModels/top_all36_cgenff-sub-11645
     11646          0.9426          0.9068         14.1720   TrainedModels/top_all36_cgenff-sub-11646
     11647          0.9385          0.9062         14.0919   TrainedModels/top_all36_cgenff-sub-11647
     11648          0.9414          0.9030         14.1507   TrainedModels/top_all36_cgenff-sub-11648
     11649          0.9393          0.9062         14.2185   TrainedModels/top_all36_cgenff-sub-11649
     11650          0.9413          0.9034         14.1633   TrainedModels/top_all36_cgenff-sub-11650
     11651          0.9411          0.9059         14.1512   TrainedModels/top_all36_cgenff-sub-11651
     11652          0.9409          0.9027         14.1245   TrainedModels/top_all36_cgenff-sub-11652
     11653          0.9409          0.9065         14.1843   TrainedModels/top_all36_cgenff-sub-11653
     11654          0.9402          0.9005         14.1525   TrainedModels/top_all36_cgenff-sub-11654
     11655          0.9412          0.9078         14.1786   TrainedModels/top_all36_cgenff-sub-11655
     11656          0.9408          0.9053         14.1987   TrainedModels/top_all36_cgenff-sub-11656
     11657          0.9414          0.9084         14.0976   TrainedModels/top_all36_cgenff-sub-11657
     11658          0.9401          0.9056         14.1529   TrainedModels/top_all36_cgenff-sub-11658
     11659          0.9401          0.9056         14.1549   TrainedModels/top_all36_cgenff-sub-11659
     11660          0.9401          0.9072         14.2295   TrainedModels/top_all36_cgenff-sub-11660
