     Epoch    TrainingLoss        TestLoss         Time(s)   SavePrefix
----------------------------------------------------------------------------------------------------
      5772          0.9329          0.9015         13.4629   TrainedModels/top_all36_cgenff-sub-5772
      5773          0.9367          0.9027         13.4901   TrainedModels/top_all36_cgenff-sub-5773
      5774          0.9335          0.9015         13.5093   TrainedModels/top_all36_cgenff-sub-5774
      5775          0.9356          0.9015         13.5835   TrainedModels/top_all36_cgenff-sub-5775
      5776          0.9353          0.9059         13.4985   TrainedModels/top_all36_cgenff-sub-5776
      5777          0.9352          0.9034         13.4427   TrainedModels/top_all36_cgenff-sub-5777
      5778          0.9363          0.9059         13.4960   TrainedModels/top_all36_cgenff-sub-5778
      5779          0.9348          0.9024         13.5540   TrainedModels/top_all36_cgenff-sub-5779
      5780          0.9365          0.9046         13.5134   TrainedModels/top_all36_cgenff-sub-5780
      5781          0.9357          0.9021         13.5054   TrainedModels/top_all36_cgenff-sub-5781
      5782          0.9349          0.9027         13.4451   TrainedModels/top_all36_cgenff-sub-5782
      5783          0.9352          0.9040         13.5560   TrainedModels/top_all36_cgenff-sub-5783
      5784          0.9346          0.9005         13.5347   TrainedModels/top_all36_cgenff-sub-5784
      5785          0.9359          0.9053         13.5244   TrainedModels/top_all36_cgenff-sub-5785
      5786          0.9346          0.9027         13.5032   TrainedModels/top_all36_cgenff-sub-5786
      5787          0.9370          0.9065         13.5061   TrainedModels/top_all36_cgenff-sub-5787
      5788          0.9349          0.9049         13.5081   TrainedModels/top_all36_cgenff-sub-5788
      5789          0.9370          0.9059         13.5038   TrainedModels/top_all36_cgenff-sub-5789
      5790          0.9338          0.9046         13.5087   TrainedModels/top_all36_cgenff-sub-5790
      5791          0.9364          0.9053         13.5761   TrainedModels/top_all36_cgenff-sub-5791
      5792          0.9334          0.9062         13.4528   TrainedModels/top_all36_cgenff-sub-5792
      5793          0.9367          0.9027         13.5067   TrainedModels/top_all36_cgenff-sub-5793
      5794          0.9334          0.9062         13.5030   TrainedModels/top_all36_cgenff-sub-5794
      5795          0.9356          0.9053         13.5806   TrainedModels/top_all36_cgenff-sub-5795
      5796          0.9342          0.9056         13.5167   TrainedModels/top_all36_cgenff-sub-5796
      5797          0.9358          0.9072         13.4469   TrainedModels/top_all36_cgenff-sub-5797
      5798          0.9347          0.9059         13.4962   TrainedModels/top_all36_cgenff-sub-5798
      5799          0.9367          0.9034         13.5698   TrainedModels/top_all36_cgenff-sub-5799
      5800          0.9359          0.9049         13.5240   TrainedModels/top_all36_cgenff-sub-5800
      5801          0.9358          0.9030         13.4960   TrainedModels/top_all36_cgenff-sub-5801
      5802          0.9353          0.9034         13.4660   TrainedModels/top_all36_cgenff-sub-5802
      5803          0.9357          0.9037         13.5805   TrainedModels/top_all36_cgenff-sub-5803
      5804          0.9365          0.9043         13.5062   TrainedModels/top_all36_cgenff-sub-5804
      5805          0.9351          0.9037         13.5407   TrainedModels/top_all36_cgenff-sub-5805
      5806          0.9363          0.9056         13.5065   TrainedModels/top_all36_cgenff-sub-5806
      5807          0.9341          0.9046         13.5021   TrainedModels/top_all36_cgenff-sub-5807
      5808          0.9373          0.9065         13.5028   TrainedModels/top_all36_cgenff-sub-5808
      5809          0.9340          0.9049         13.5058   TrainedModels/top_all36_cgenff-sub-5809
      5810          0.9378          0.9072         13.5185   TrainedModels/top_all36_cgenff-sub-5810
      5811          0.9338          0.9053         13.5707   TrainedModels/top_all36_cgenff-sub-5811
      5812          0.9365          0.9059         13.4375   TrainedModels/top_all36_cgenff-sub-5812
      5813          0.9344          0.9056         13.5037   TrainedModels/top_all36_cgenff-sub-5813
      5814          0.9363          0.9046         13.5062   TrainedModels/top_all36_cgenff-sub-5814
      5815          0.9356          0.9046         13.5771   TrainedModels/top_all36_cgenff-sub-5815
      5816          0.9358          0.9049         13.5166   TrainedModels/top_all36_cgenff-sub-5816
      5817          0.9363          0.9053         13.4390   TrainedModels/top_all36_cgenff-sub-5817
      5818          0.9367          0.9037         13.5061   TrainedModels/top_all36_cgenff-sub-5818
      5819          0.9364          0.9034         13.5577   TrainedModels/top_all36_cgenff-sub-5819
      5820          0.9352          0.9043         13.5289   TrainedModels/top_all36_cgenff-sub-5820
      5821          0.9367          0.9062         13.5180   TrainedModels/top_all36_cgenff-sub-5821
      5822          0.9352          0.9034         13.4485   TrainedModels/top_all36_cgenff-sub-5822
      5823          0.9367          0.9062         13.5604   TrainedModels/top_all36_cgenff-sub-5823
      5824          0.9343          0.9037         13.5260   TrainedModels/top_all36_cgenff-sub-5824
      5825          0.9370          0.9062         13.5219   TrainedModels/top_all36_cgenff-sub-5825
      5826          0.9347          0.9046         13.5035   TrainedModels/top_all36_cgenff-sub-5826
      5827          0.9365          0.9068         13.5096   TrainedModels/top_all36_cgenff-sub-5827
      5828          0.9360          0.9049         13.5139   TrainedModels/top_all36_cgenff-sub-5828
      5829          0.9365          0.9068         13.5205   TrainedModels/top_all36_cgenff-sub-5829
      5830          0.9354          0.9056         13.5221   TrainedModels/top_all36_cgenff-sub-5830
      5831          0.9355          0.9056         13.5752   TrainedModels/top_all36_cgenff-sub-5831
      5832          0.9366          0.9049         13.4500   TrainedModels/top_all36_cgenff-sub-5832
      5833          0.9354          0.9040         13.4996   TrainedModels/top_all36_cgenff-sub-5833
      5834          0.9364          0.9043         13.5084   TrainedModels/top_all36_cgenff-sub-5834
      5835          0.9355          0.9046         13.5668   TrainedModels/top_all36_cgenff-sub-5835
      5836          0.9366          0.9056         13.5198   TrainedModels/top_all36_cgenff-sub-5836
      5837          0.9351          0.9046         13.4723   TrainedModels/top_all36_cgenff-sub-5837
      5838          0.9368          0.9068         13.4853   TrainedModels/top_all36_cgenff-sub-5838
      5839          0.9351          0.9046         13.5535   TrainedModels/top_all36_cgenff-sub-5839
      5840          0.9366          0.9053         13.5137   TrainedModels/top_all36_cgenff-sub-5840
      5841          0.9352          0.9046         13.5046   TrainedModels/top_all36_cgenff-sub-5841
      5842          0.9371          0.9056         13.4538   TrainedModels/top_all36_cgenff-sub-5842
      5843          0.9356          0.9034         13.5410   TrainedModels/top_all36_cgenff-sub-5843
      5844          0.9367          0.9053         13.5175   TrainedModels/top_all36_cgenff-sub-5844
      5845          0.9345          0.9043         13.5052   TrainedModels/top_all36_cgenff-sub-5845
      5846          0.9371          0.9049         13.5221   TrainedModels/top_all36_cgenff-sub-5846
      5847          0.9343          0.9046         13.5032   TrainedModels/top_all36_cgenff-sub-5847
      5848          0.9371          0.9037         13.5123   TrainedModels/top_all36_cgenff-sub-5848
      5849          0.9345          0.9024         13.4990   TrainedModels/top_all36_cgenff-sub-5849
      5850          0.9364          0.9030         13.5070   TrainedModels/top_all36_cgenff-sub-5850
      5851          0.9329          0.9021         13.5785   TrainedModels/top_all36_cgenff-sub-5851
      5852          0.9355          0.9018         13.4630   TrainedModels/top_all36_cgenff-sub-5852
      5853          0.9332          0.9034         13.5016   TrainedModels/top_all36_cgenff-sub-5853
      5854          0.9356          0.9002         13.5132   TrainedModels/top_all36_cgenff-sub-5854
      5855          0.9346          0.9049         13.5804   TrainedModels/top_all36_cgenff-sub-5855
      5856          0.9350          0.9015         13.5114   TrainedModels/top_all36_cgenff-sub-5856
      5857          0.9359          0.9056         13.4620   TrainedModels/top_all36_cgenff-sub-5857
      5858          0.9347          0.9024         13.4968   TrainedModels/top_all36_cgenff-sub-5858
      5859          0.9368          0.9065         13.5746   TrainedModels/top_all36_cgenff-sub-5859
      5860          0.9353          0.9043         13.5122   TrainedModels/top_all36_cgenff-sub-5860
      5861          0.9370          0.9049         13.5062   TrainedModels/top_all36_cgenff-sub-5861
      5862          0.9355          0.9040         13.4480   TrainedModels/top_all36_cgenff-sub-5862
      5863          0.9356          0.9043         13.5789   TrainedModels/top_all36_cgenff-sub-5863
      5864          0.9351          0.9040         13.5163   TrainedModels/top_all36_cgenff-sub-5864
      5865          0.9347          0.9008         13.5198   TrainedModels/top_all36_cgenff-sub-5865
      5866          0.9340          0.9059         13.5183   TrainedModels/top_all36_cgenff-sub-5866
      5867          0.9341          0.9015         13.4957   TrainedModels/top_all36_cgenff-sub-5867
      5868          0.9347          0.9068         13.5036   TrainedModels/top_all36_cgenff-sub-5868
      5869          0.9342          0.9024         13.5050   TrainedModels/top_all36_cgenff-sub-5869
      5870          0.9362          0.9065         13.5143   TrainedModels/top_all36_cgenff-sub-5870
      5871          0.9340          0.9043         13.5635   TrainedModels/top_all36_cgenff-sub-5871
      5872          0.9363          0.9062         13.4529   TrainedModels/top_all36_cgenff-sub-5872
      5873          0.9358          0.9034         13.4971   TrainedModels/top_all36_cgenff-sub-5873
      5874          0.9361          0.9053         13.5124   TrainedModels/top_all36_cgenff-sub-5874
      5875          0.9355          0.9043         13.5781   TrainedModels/top_all36_cgenff-sub-5875
      5876          0.9343          0.9018         13.5133   TrainedModels/top_all36_cgenff-sub-5876
      5877          0.9358          0.9037         13.4501   TrainedModels/top_all36_cgenff-sub-5877
      5878          0.9346          0.9027         13.5119   TrainedModels/top_all36_cgenff-sub-5878
      5879          0.9361          0.9049         13.5685   TrainedModels/top_all36_cgenff-sub-5879
      5880          0.9349          0.9049         13.5220   TrainedModels/top_all36_cgenff-sub-5880
      5881          0.9376          0.9059         13.5065   TrainedModels/top_all36_cgenff-sub-5881
      5882          0.9342          0.9046         13.4569   TrainedModels/top_all36_cgenff-sub-5882
      5883          0.9367          0.9046         13.5674   TrainedModels/top_all36_cgenff-sub-5883
      5884          0.9352          0.9046         13.5039   TrainedModels/top_all36_cgenff-sub-5884
      5885          0.9382          0.9053         13.5102   TrainedModels/top_all36_cgenff-sub-5885
      5886          0.9347          0.9027         13.5111   TrainedModels/top_all36_cgenff-sub-5886
      5887          0.9365          0.9034         13.5136   TrainedModels/top_all36_cgenff-sub-5887
      5888          0.9336          0.9015         13.5123   TrainedModels/top_all36_cgenff-sub-5888
      5889          0.9362          0.9040         13.5182   TrainedModels/top_all36_cgenff-sub-5889
      5890          0.9343          0.9005         13.5169   TrainedModels/top_all36_cgenff-sub-5890
      5891          0.9359          0.9049         13.5290   TrainedModels/top_all36_cgenff-sub-5891
      5892          0.9357          0.9053         13.3785   TrainedModels/top_all36_cgenff-sub-5892
      5893          0.9359          0.9027         13.4300   TrainedModels/top_all36_cgenff-sub-5893
      5894          0.9367          0.9072         13.4461   TrainedModels/top_all36_cgenff-sub-5894
      5895          0.9347          0.9040         13.4935   TrainedModels/top_all36_cgenff-sub-5895
      5896          0.9365          0.9049         13.4522   TrainedModels/top_all36_cgenff-sub-5896
      5897          0.9342          0.9018         13.3791   TrainedModels/top_all36_cgenff-sub-5897
      5898          0.9381          0.9046         13.4328   TrainedModels/top_all36_cgenff-sub-5898
      5899          0.9338          0.9018         13.4822   TrainedModels/top_all36_cgenff-sub-5899
      5900          0.9365          0.9043         13.4551   TrainedModels/top_all36_cgenff-sub-5900
      5901          0.9354          0.9037         13.4380   TrainedModels/top_all36_cgenff-sub-5901
      5902          0.9353          0.9056         13.3758   TrainedModels/top_all36_cgenff-sub-5902
      5903          0.9365          0.9037         13.4803   TrainedModels/top_all36_cgenff-sub-5903
      5904          0.9348          0.9034         13.4443   TrainedModels/top_all36_cgenff-sub-5904
      5905          0.9371          0.9043         13.4362   TrainedModels/top_all36_cgenff-sub-5905
      5906          0.9344          0.9043         13.4325   TrainedModels/top_all36_cgenff-sub-5906
      5907          0.9368          0.9037         13.4329   TrainedModels/top_all36_cgenff-sub-5907
      5908          0.9338          0.9024         13.4519   TrainedModels/top_all36_cgenff-sub-5908
      5909          0.9365          0.9043         13.4474   TrainedModels/top_all36_cgenff-sub-5909
      5910          0.9353          0.9040         13.4552   TrainedModels/top_all36_cgenff-sub-5910
      5911          0.9365          0.9062         13.5146   TrainedModels/top_all36_cgenff-sub-5911
      5912          0.9355          0.9037         13.3742   TrainedModels/top_all36_cgenff-sub-5912
      5913          0.9352          0.9040         13.4364   TrainedModels/top_all36_cgenff-sub-5913
      5914          0.9360          0.9072         13.4435   TrainedModels/top_all36_cgenff-sub-5914
      5915          0.9350          0.9056         13.4997   TrainedModels/top_all36_cgenff-sub-5915
      5916          0.9371          0.9056         13.4569   TrainedModels/top_all36_cgenff-sub-5916
      5917          0.9356          0.9056         13.3860   TrainedModels/top_all36_cgenff-sub-5917
      5918          0.9360          0.9043         13.4420   TrainedModels/top_all36_cgenff-sub-5918
      5919          0.9362          0.9046         13.4887   TrainedModels/top_all36_cgenff-sub-5919
      5920          0.9351          0.9040         13.4680   TrainedModels/top_all36_cgenff-sub-5920
      5921          0.9369          0.9043         13.4381   TrainedModels/top_all36_cgenff-sub-5921
      5922          0.9355          0.9046         13.3791   TrainedModels/top_all36_cgenff-sub-5922
      5923          0.9368          0.9034         13.4831   TrainedModels/top_all36_cgenff-sub-5923
      5924          0.9356          0.9027         13.4582   TrainedModels/top_all36_cgenff-sub-5924
      5925          0.9367          0.9056         13.4624   TrainedModels/top_all36_cgenff-sub-5925
      5926          0.9357          0.9027         13.4483   TrainedModels/top_all36_cgenff-sub-5926
      5927          0.9372          0.9059         13.4372   TrainedModels/top_all36_cgenff-sub-5927
      5928          0.9365          0.9024         13.4397   TrainedModels/top_all36_cgenff-sub-5928
      5929          0.9369          0.9062         13.4392   TrainedModels/top_all36_cgenff-sub-5929
      5930          0.9359          0.9040         13.4574   TrainedModels/top_all36_cgenff-sub-5930
      5931          0.9364          0.9059         13.5017   TrainedModels/top_all36_cgenff-sub-5931
      5932          0.9363          0.9053         13.3828   TrainedModels/top_all36_cgenff-sub-5932
      5933          0.9350          0.9065         13.4385   TrainedModels/top_all36_cgenff-sub-5933
      5934          0.9370          0.9059         13.4470   TrainedModels/top_all36_cgenff-sub-5934
      5935          0.9338          0.9046         13.5068   TrainedModels/top_all36_cgenff-sub-5935
      5936          0.9365          0.9053         13.4582   TrainedModels/top_all36_cgenff-sub-5936
      5937          0.9343          0.9059         13.3816   TrainedModels/top_all36_cgenff-sub-5937
      5938          0.9370          0.9043         13.4355   TrainedModels/top_all36_cgenff-sub-5938
      5939          0.9334          0.9034         13.5128   TrainedModels/top_all36_cgenff-sub-5939
      5940          0.9369          0.9059         13.4481   TrainedModels/top_all36_cgenff-sub-5940
      5941          0.9338          0.9027         13.4350   TrainedModels/top_all36_cgenff-sub-5941
      5942          0.9365          0.9059         13.3835   TrainedModels/top_all36_cgenff-sub-5942
      5943          0.9341          0.9027         13.4923   TrainedModels/top_all36_cgenff-sub-5943
      5944          0.9369          0.9046         13.4413   TrainedModels/top_all36_cgenff-sub-5944
      5945          0.9356          0.9037         13.4418   TrainedModels/top_all36_cgenff-sub-5945
      5946          0.9354          0.9037         13.4314   TrainedModels/top_all36_cgenff-sub-5946
      5947          0.9363          0.9053         13.4565   TrainedModels/top_all36_cgenff-sub-5947
      5948          0.9350          0.9046         13.4302   TrainedModels/top_all36_cgenff-sub-5948
      5949          0.9370          0.9062         13.4381   TrainedModels/top_all36_cgenff-sub-5949
      5950          0.9329          0.9043         13.4632   TrainedModels/top_all36_cgenff-sub-5950
      5951          0.9383          0.9049         13.5134   TrainedModels/top_all36_cgenff-sub-5951
      5952          0.9337          0.9037         13.3846   TrainedModels/top_all36_cgenff-sub-5952
      5953          0.9379          0.9043         13.4408   TrainedModels/top_all36_cgenff-sub-5953
      5954          0.9326          0.9027         13.4498   TrainedModels/top_all36_cgenff-sub-5954
      5955          0.9379          0.9046         13.5124   TrainedModels/top_all36_cgenff-sub-5955
      5956          0.9336          0.9024         13.4421   TrainedModels/top_all36_cgenff-sub-5956
      5957          0.9371          0.9046         13.3789   TrainedModels/top_all36_cgenff-sub-5957
      5958          0.9344          0.9040         13.4412   TrainedModels/top_all36_cgenff-sub-5958
      5959          0.9372          0.9062         13.5181   TrainedModels/top_all36_cgenff-sub-5959
      5960          0.9360          0.9046         13.4528   TrainedModels/top_all36_cgenff-sub-5960
      5961          0.9354          0.9049         13.4467   TrainedModels/top_all36_cgenff-sub-5961
      5962          0.9373          0.9043         13.3864   TrainedModels/top_all36_cgenff-sub-5962
      5963          0.9343          0.9030         13.4911   TrainedModels/top_all36_cgenff-sub-5963
      5964          0.9382          0.9068         13.4438   TrainedModels/top_all36_cgenff-sub-5964
      5965          0.9342          0.9037         13.4706   TrainedModels/top_all36_cgenff-sub-5965
      5966          0.9388          0.9072         13.4703   TrainedModels/top_all36_cgenff-sub-5966
      5967          0.9349          0.9040         13.4186   TrainedModels/top_all36_cgenff-sub-5967
      5968          0.9383          0.9072         13.4294   TrainedModels/top_all36_cgenff-sub-5968
      5969          0.9338          0.9043         13.4478   TrainedModels/top_all36_cgenff-sub-5969
      5970          0.9373          0.9072         13.5070   TrainedModels/top_all36_cgenff-sub-5970
      5971          0.9350          0.9046         13.4532   TrainedModels/top_all36_cgenff-sub-5971
      5972          0.9361          0.9059         13.3869   TrainedModels/top_all36_cgenff-sub-5972
      5973          0.9356          0.9027         13.4293   TrainedModels/top_all36_cgenff-sub-5973
      5974          0.9349          0.9027         13.5065   TrainedModels/top_all36_cgenff-sub-5974
      5975          0.9356          0.9046         13.4502   TrainedModels/top_all36_cgenff-sub-5975
      5976          0.9356          0.9008         13.4384   TrainedModels/top_all36_cgenff-sub-5976
      5977          0.9351          0.9059         13.3780   TrainedModels/top_all36_cgenff-sub-5977
      5978          0.9350          0.9005         13.5050   TrainedModels/top_all36_cgenff-sub-5978
      5979          0.9355          0.9059         13.4422   TrainedModels/top_all36_cgenff-sub-5979
      5980          0.9338          0.8996         13.4679   TrainedModels/top_all36_cgenff-sub-5980
      5981          0.9346          0.9059         13.4522   TrainedModels/top_all36_cgenff-sub-5981
      5982          0.9337          0.9034         13.4274   TrainedModels/top_all36_cgenff-sub-5982
      5983          0.9351          0.9049         13.4395   TrainedModels/top_all36_cgenff-sub-5983
      5984          0.9345          0.9053         13.4471   TrainedModels/top_all36_cgenff-sub-5984
      5985          0.9339          0.9034         13.4619   TrainedModels/top_all36_cgenff-sub-5985
      5986          0.9364          0.9046         13.5133   TrainedModels/top_all36_cgenff-sub-5986
      5987          0.9354          0.9027         13.3853   TrainedModels/top_all36_cgenff-sub-5987
      5988          0.9360          0.9027         13.4494   TrainedModels/top_all36_cgenff-sub-5988
      5989          0.9353          0.9027         13.4395   TrainedModels/top_all36_cgenff-sub-5989
      5990          0.9358          0.9049         13.5007   TrainedModels/top_all36_cgenff-sub-5990
      5991          0.9338          0.9018         13.4654   TrainedModels/top_all36_cgenff-sub-5991
      5992          0.9350          0.9046         13.3726   TrainedModels/top_all36_cgenff-sub-5992
      5993          0.9356          0.9059         13.4352   TrainedModels/top_all36_cgenff-sub-5993
      5994          0.9360          0.9053         13.4972   TrainedModels/top_all36_cgenff-sub-5994
      5995          0.9366          0.9056         13.4623   TrainedModels/top_all36_cgenff-sub-5995
      5996          0.9353          0.9024         13.4359   TrainedModels/top_all36_cgenff-sub-5996
      5997          0.9363          0.9037         13.3757   TrainedModels/top_all36_cgenff-sub-5997
      5998          0.9352          0.9015         13.4854   TrainedModels/top_all36_cgenff-sub-5998
      5999          0.9363          0.9053         13.4491   TrainedModels/top_all36_cgenff-sub-5999
      6000          0.9363          0.9027         13.4421   TrainedModels/top_all36_cgenff-sub-6000
      6001          0.9356          0.9046         13.4355   TrainedModels/top_all36_cgenff-sub-6001
      6002          0.9366          0.9037         13.4366   TrainedModels/top_all36_cgenff-sub-6002
      6003          0.9361          0.9049         13.4413   TrainedModels/top_all36_cgenff-sub-6003
      6004          0.9365          0.9046         13.4386   TrainedModels/top_all36_cgenff-sub-6004
      6005          0.9348          0.9053         13.4417   TrainedModels/top_all36_cgenff-sub-6005
      6006          0.9372          0.9059         13.5115   TrainedModels/top_all36_cgenff-sub-6006
      6007          0.9353          0.9049         13.3933   TrainedModels/top_all36_cgenff-sub-6007
      6008          0.9378          0.9056         13.4414   TrainedModels/top_all36_cgenff-sub-6008
      6009          0.9345          0.9018         13.4454   TrainedModels/top_all36_cgenff-sub-6009
      6010          0.9370          0.9043         13.5120   TrainedModels/top_all36_cgenff-sub-6010
      6011          0.9340          0.9024         13.4454   TrainedModels/top_all36_cgenff-sub-6011
      6012          0.9366          0.9049         13.3862   TrainedModels/top_all36_cgenff-sub-6012
      6013          0.9345          0.9015         13.4524   TrainedModels/top_all36_cgenff-sub-6013
      6014          0.9361          0.9037         13.5111   TrainedModels/top_all36_cgenff-sub-6014
      6015          0.9353          0.9046         13.4453   TrainedModels/top_all36_cgenff-sub-6015
      6016          0.9356          0.9040         13.4561   TrainedModels/top_all36_cgenff-sub-6016
      6017          0.9355          0.9056         13.3987   TrainedModels/top_all36_cgenff-sub-6017
      6018          0.9357          0.9049         13.5000   TrainedModels/top_all36_cgenff-sub-6018
      6019          0.9358          0.9053         13.4383   TrainedModels/top_all36_cgenff-sub-6019
      6020          0.9350          0.9049         13.4488   TrainedModels/top_all36_cgenff-sub-6020
      6021          0.9378          0.9059         13.4373   TrainedModels/top_all36_cgenff-sub-6021
      6022          0.9357          0.9037         13.4347   TrainedModels/top_all36_cgenff-sub-6022
      6023          0.9369          0.9030         13.4385   TrainedModels/top_all36_cgenff-sub-6023
      6024          0.9357          0.9037         13.4377   TrainedModels/top_all36_cgenff-sub-6024
      6025          0.9356          0.9030         13.4454   TrainedModels/top_all36_cgenff-sub-6025
      6026          0.9349          0.9040         13.5091   TrainedModels/top_all36_cgenff-sub-6026
      6027          0.9359          0.9005         13.6543   TrainedModels/top_all36_cgenff-sub-6027
      6028          0.9355          0.9056         13.5043   TrainedModels/top_all36_cgenff-sub-6028
      6029          0.9352          0.9005         13.4299   TrainedModels/top_all36_cgenff-sub-6029
      6030          0.9353          0.9059         13.5583   TrainedModels/top_all36_cgenff-sub-6030
      6031          0.9350          0.9021         13.7483   TrainedModels/top_all36_cgenff-sub-6031
      6032          0.9365          0.9043         13.3763   TrainedModels/top_all36_cgenff-sub-6032
      6033          0.9369          0.9046         13.4329   TrainedModels/top_all36_cgenff-sub-6033
      6034          0.9361          0.9049         13.4884   TrainedModels/top_all36_cgenff-sub-6034
      6035          0.9378          0.9072         13.4652   TrainedModels/top_all36_cgenff-sub-6035
      6036          0.9356          0.9056         13.4406   TrainedModels/top_all36_cgenff-sub-6036
      6037          0.9371          0.9056         13.3840   TrainedModels/top_all36_cgenff-sub-6037
      6038          0.9339          0.9021         13.4859   TrainedModels/top_all36_cgenff-sub-6038
      6039          0.9377          0.9049         13.4488   TrainedModels/top_all36_cgenff-sub-6039
      6040          0.9337          0.9027         13.4536   TrainedModels/top_all36_cgenff-sub-6040
      6041          0.9377          0.9053         13.4366   TrainedModels/top_all36_cgenff-sub-6041
      6042          0.9351          0.9046         13.4604   TrainedModels/top_all36_cgenff-sub-6042
      6043          0.9370          0.9056         13.4412   TrainedModels/top_all36_cgenff-sub-6043
      6044          0.9352          0.9046         13.4474   TrainedModels/top_all36_cgenff-sub-6044
      6045          0.9360          0.9056         13.4516   TrainedModels/top_all36_cgenff-sub-6045
      6046          0.9371          0.9043         13.5111   TrainedModels/top_all36_cgenff-sub-6046
      6047          0.9347          0.9011         13.3907   TrainedModels/top_all36_cgenff-sub-6047
      6048          0.9375          0.9037         13.4256   TrainedModels/top_all36_cgenff-sub-6048
      6049          0.9338          0.9024         13.4358   TrainedModels/top_all36_cgenff-sub-6049
      6050          0.9371          0.9037         13.5142   TrainedModels/top_all36_cgenff-sub-6050
      6051          0.9354          0.9024         13.4464   TrainedModels/top_all36_cgenff-sub-6051
      6052          0.9374          0.9059         13.3900   TrainedModels/top_all36_cgenff-sub-6052
      6053          0.9355          0.9043         13.4404   TrainedModels/top_all36_cgenff-sub-6053
      6054          0.9375          0.9062         13.5029   TrainedModels/top_all36_cgenff-sub-6054
      6055          0.9366          0.9046         13.4491   TrainedModels/top_all36_cgenff-sub-6055
      6056          0.9370          0.9062         13.4421   TrainedModels/top_all36_cgenff-sub-6056
      6057          0.9372          0.9056         13.3731   TrainedModels/top_all36_cgenff-sub-6057
      6058          0.9354          0.9046         13.4891   TrainedModels/top_all36_cgenff-sub-6058
      6059          0.9379          0.9046         13.4397   TrainedModels/top_all36_cgenff-sub-6059
      6060          0.9353          0.9024         13.4501   TrainedModels/top_all36_cgenff-sub-6060
      6061          0.9374          0.9030         13.4547   TrainedModels/top_all36_cgenff-sub-6061
      6062          0.9355          0.9002         13.4468   TrainedModels/top_all36_cgenff-sub-6062
      6063          0.9358          0.9018         13.4372   TrainedModels/top_all36_cgenff-sub-6063
      6064          0.9348          0.9037         13.4363   TrainedModels/top_all36_cgenff-sub-6064
      6065          0.9358          0.9005         13.4486   TrainedModels/top_all36_cgenff-sub-6065
      6066          0.9355          0.9059         13.4988   TrainedModels/top_all36_cgenff-sub-6066
      6067          0.9346          0.9027         13.3849   TrainedModels/top_all36_cgenff-sub-6067
      6068          0.9352          0.9062         13.4302   TrainedModels/top_all36_cgenff-sub-6068
      6069          0.9347          0.9040         13.4325   TrainedModels/top_all36_cgenff-sub-6069
      6070          0.9365          0.9065         13.5068   TrainedModels/top_all36_cgenff-sub-6070
      6071          0.9369          0.9062         13.4641   TrainedModels/top_all36_cgenff-sub-6071
      6072          0.9363          0.9065         13.3840   TrainedModels/top_all36_cgenff-sub-6072
      6073          0.9353          0.9043         13.4304   TrainedModels/top_all36_cgenff-sub-6073
      6074          0.9357          0.9024         13.4937   TrainedModels/top_all36_cgenff-sub-6074
      6075          0.9348          0.9046         13.4545   TrainedModels/top_all36_cgenff-sub-6075
      6076          0.9364          0.9021         13.4360   TrainedModels/top_all36_cgenff-sub-6076
      6077          0.9347          0.9046         13.3711   TrainedModels/top_all36_cgenff-sub-6077
      6078          0.9375          0.9037         13.4883   TrainedModels/top_all36_cgenff-sub-6078
      6079          0.9354          0.9037         13.4511   TrainedModels/top_all36_cgenff-sub-6079
      6080          0.9376          0.9053         13.4559   TrainedModels/top_all36_cgenff-sub-6080
      6081          0.9347          0.9049         13.4485   TrainedModels/top_all36_cgenff-sub-6081
      6082          0.9379          0.9062         13.4462   TrainedModels/top_all36_cgenff-sub-6082
      6083          0.9341          0.9046         13.4378   TrainedModels/top_all36_cgenff-sub-6083
      6084          0.9386          0.9068         13.4331   TrainedModels/top_all36_cgenff-sub-6084
      6085          0.9347          0.9034         13.4544   TrainedModels/top_all36_cgenff-sub-6085
      6086          0.9382          0.9075         13.5116   TrainedModels/top_all36_cgenff-sub-6086
      6087          0.9361          0.9034         13.3928   TrainedModels/top_all36_cgenff-sub-6087
      6088          0.9367          0.9043         13.4317   TrainedModels/top_all36_cgenff-sub-6088
      6089          0.9369          0.9040         13.4377   TrainedModels/top_all36_cgenff-sub-6089
      6090          0.9356          0.9034         13.5119   TrainedModels/top_all36_cgenff-sub-6090
      6091          0.9374          0.9062         13.4434   TrainedModels/top_all36_cgenff-sub-6091
      6092          0.9354          0.9040         13.3861   TrainedModels/top_all36_cgenff-sub-6092
      6093          0.9376          0.9075         13.4398   TrainedModels/top_all36_cgenff-sub-6093
      6094          0.9347          0.9049         13.5119   TrainedModels/top_all36_cgenff-sub-6094
      6095          0.9383          0.9075         13.4519   TrainedModels/top_all36_cgenff-sub-6095
      6096          0.9351          0.9040         13.4439   TrainedModels/top_all36_cgenff-sub-6096
      6097          0.9378          0.9053         13.3861   TrainedModels/top_all36_cgenff-sub-6097
      6098          0.9347          0.9037         13.5084   TrainedModels/top_all36_cgenff-sub-6098
      6099          0.9380          0.9053         13.4429   TrainedModels/top_all36_cgenff-sub-6099
      6100          0.9340          0.9024         13.4366   TrainedModels/top_all36_cgenff-sub-6100
      6101          0.9377          0.9043         13.4486   TrainedModels/top_all36_cgenff-sub-6101
      6102          0.9344          0.9018         13.4510   TrainedModels/top_all36_cgenff-sub-6102
      6103          0.9372          0.9024         13.4302   TrainedModels/top_all36_cgenff-sub-6103
